Company,alt_name,NewsID,Year,Circ,City,State
the daily post-athenian,,1560,1995,F,athens,tn
chattanooga times free press,,1561,2001,D,chattanooga,tn
cleveland daily banner,,1562,1998,F,cleveland,tn
the daily herald,,1564,1998,F,columbia,tn
herald-citizen,,1565,2006,F,cookeville,tn
the state gazette,,1566,1999,G,dyersburg,tn
the star,,1567,2005,G,elizabethton,tn
the lebanon democrat,,1570,2006,G,lebanon,tn
the daily times,,1571,1994,F,maryville,tn
citizen tribune,,1572,2004,F,morristown,tn
the daily news journal,,1573,1994,F,murfreesboro,tn
the paris post-intelligencer,,1574,1998,G,paris,tn
shelbyville times-gazette,,1575,1998,G,shelbyville,tn
daily messenger,,1576,2012,G,union city,tn
athens daily review,,1579,2002,G,athens,tx
bay city daily tribune,,1580,1998,H,bay city,tx
the baytown sun,,1581,2000,F,baytown,tx
big spring herald,,1582,1998,G,big spring,tx
the favorite,,1583,1995,H,bonham,tx
the news-herald,,1584,1994,G,borger,tx
brenham banner-press,,1585,2010,G,brenham,tx
the brownsville herald,,1586,1998,F,brownsville,tx
brownwood bulletin,,1587,1999,G,brownwood,tx
bryan-college station eagle,,1588,1998,F,bryan,tx
cleburne times-review,,1589,1998,G,cleburne,tx
the brazosport facts,,1590,1994,F,clute,tx
conroe courier,,1591,1998,F,conroe,tx
corsicana daily sun,,1592,1998,G,corsicana,tx
dalhart daily texan,,1593,2000,H,dalhart,tx
del rio news-herald,,1594,2012,H,laredo,tx
the herald,,1595,1994,F,denison,tx
denton record-chronicle,,1596,1997,F,denton,tx
edinburg daily review,,1597,2006,H,edinburg,tx
ennis daily news,,1598,2011,H,ennis,tx
gainesville daily register,,1599,2008,G,gainesville,tx
the galveston county daily news,,1600,1999,E,galveston,tx
herald-banner,,1604,2004,G,greenville,tx
valley morning star,,1605,1998,E,harlingen,tx
henderson daily news,,1606,2008,G,henderson,tx
the huntsville item,,1607,1999,G,huntsville,tx
jacksonville daily progress,,1610,2000,H,jacksonville,tx
kilgore news herald,,1611,2008,H,kilgore,tx
killeen daily herald,,1612,2000,F,killeen,tx
longview news--journal,,1617,2011,F,longview,tx
lufkin daily news,,1619,1999,F,lufkin,tx
news messenger,,1621,1998,G,marshall,tx
the monitor,,1622,1994,E,mcallen,tx
mckinney courier-gazette,,1623,2004,G,mckinney,tx
the mexia news,,1625,2011,H,mexia,tx
midland reporter-telegram,,1626,1998,F,midland,tx
mineral wells index,,1627,2001,H,mineral wells,tx
mount pleasant daily tribune,,1628,2007,H,mount pleasant,tx
the daily sentinel,,1629,1994,G,nacogdoches,tx
odessa american,,1630,2001,E,odessa,tx
the orange leader,,1631,1998,F,orange,tx
the pampa news,,1632,2002,G,pampa,tx
the paris news,,1633,1998,F,paris,tx
pasadena citizen,,1634,1998,G,pasadena,tx
pecos enterprise,,1635,1998,H,pecos,tx
plainview daily herald,,1636,1998,G,plainview,tx
plano star-courier,,1637,1998,F,plano,tx
port arthur news,,1638,1998,F,port arthur,tx
san marcos daily record,,1643,2007,G,san marcos,tx
herald democrat,,1644,2000,E,sherman,tx
snyder daily news,,1645,2004,H,snyder,tx
stephenville empire-tribune,,1646,1998,G,stephenville,tx
sulphur springs news-telegram,,1647,2002,G,sulphur springs,tx
sweetwater reporter,,1648,1998,H,sweetwater,tx
fort bend herald and texas coaster,,1649,2007,G,rosenberg,tx
the terrell tribune,,1650,2007,H,terrell,tx
the sun,,1651,1994,G,texas city,tx
tyler morning telegraph,,1652,2000,E,tyler,tx
the vernon daily record,,1654,1998,H,vernon,tx
victoria advocate,,1655,2006,E,victoria,tx
waxahachie daily light,,1656,1998,H,waxahachie,tx
the weatherford democrat,,1657,1998,G,weatherford,tx
the herald journal,,1658,1994,F,logan,ut
standard-examiner,,1659,1998,D,ogden,ut
daily herald,,1660,2007,E,provo,ut
the barre montpelier times argus,,1661,2010,G,barre,vt
the bennington banner,,1662,1999,G,bennington,vt
the brattleboro reformer,,1663,2008,G,brattleboro,vt
the newport daily express,,1664,2000,H,newport,vt
rutland herald,,1665,1998,F,rutland,vt
st. albans messenger,,1666,2001,H,st. albans,vt
the caledonian-record,,1667,1994,F,st. johnsbury,vt
bristol herald-courier and virginia tennessean,,1668,1999,E,bristol,va
the daily progress,,1670,1994,E,charlottesville,va
virginian review,,1672,1998,G,covington,va
culpeper star-exponent,,1673,1999,G,culpeper,va
danville register & bee,,1675,1998,F,danville,va
news & messenger,,1676,2009,F,woodbridge,va
news,,1677,2000,G,hopewell,va
the news & advance,,1678,1998,E,lynchburg,va
manassas journal messenger,,1680,1998,G,manassas,va
the martinsville bulletin,,1681,1998,F,martinsville,va
daily press media group,,1682,2014,D2,newport news,va
the progress-index,,1683,1994,F,petersburg,va
the southwest times,,1684,1995,G,pulaski,va
the news leader,,1688,2002,F,staunton,va
the news virginian,,1689,2005,G,waynesboro,va
the winchester star,,1690,2009,F,winchester,va
the daily world,,1691,1994,F,aberdeen,wa
king county journal,,1692,2006,E,bellevue,wa
daily record,,1693,1999,G,ellensburg,wa
columbia basin herald,,1694,1998,G,moses lake,wa
skagit valley herald,,1695,2001,F,mount vernon,wa
the olympian,,1696,1995,E,olympia,wa
peninsula daily news,,1697,2000,F,port angeles,wa
daily journal of commerce,,1698,2004,G,seattle,wa
walla walla union-bulletin,,1700,1997,F,walla walla,wa
the register-herald,,1701,1998,E,beckley,wv
bluefield daily telegraph,,1703,1998,F,bluefield,wv
charleston daily mail,,1705,1997,D,charleston,wv
clarksburg exponent telegram,,1707,2010,F,clarksburg,wv
the inter-mountain,,1708,2002,F,elkins,wv
times-west virginian,,1709,1998,F,fairmont,wv
the herald-dispatch,,1712,1996,E,huntington,wv
mineral daily news tribune,,1714,2012,H,keyser,wv
west virginia daily news,,1715,2000,H,lewisburg,wv
the logan banner,,1716,2007,G,logan,wv
the journal,,1717,1999,F,martinsburg,wv
the dominion post,,1718,1994,F,morgantown,wv
moundsville daily echo,,1720,1998,H,moundsville,wv
the parkersburg news and the parkersburg sentinel,,1721,2014,H,parkersburg,wv
the parkersburg sentinel,,1722,1997,F,parkersburg,wv
point pleasant register,,1723,1998,G,point pleasant,wv
the daily times,,1724,1994,G,weirton,wv
the welch daily news,,1725,2004,H,welch,wv
williamson daily news,,1726,1998,F,williamson,wv
antigo daily journal,,1727,2002,G,antigo,wi
the daily press,,1728,1994,G,ashland,wi
news-republic/south central wisconsin news,,1729,1998,G,baraboo,wi
daily citizen,,1730,1998,F,beaver dam,wi
beloit daily news,,1731,1998,F,beloit,wi
leader-telegram,,1732,1997,E,eau claire,wi
daily jefferson county union,,1734,1998,G,fort atkinson,wi
the green bay news-chronicle,,1735,1998,G,green bay,wi
the janesville gazette,,1736,1998,F,janesville,wi
la crosse tribune,,1737,2003,E,la crosse,wi
herald times reporter,,1738,2001,F,manitowoc,wi
marshfield news-herald,,1740,1998,F,marshfield,wi
monroe times,,1741,1999,G,monroe,wi
the oshkosh northwestern,,1742,1998,F,oshkosh,wi
the journal times,,1744,1994,E,racine,wi
the daily news,,1745,1994,G,rhinelander,wi
shawano leader,,1746,1998,G,shawano,wi
stevens point journal,,1747,1999,F,stevens point,wi
the daily telegram,,1748,1995,F,superior,wi
waukesha county freeman,,1750,2000,F,waukesha,wi
wausau daily herald,,1751,1997,F,wausau,wi
the daily tribune,,1752,2001,F,wisconsin rapids,wi
casper star-tribune,,1753,1998,E,casper,wy
wyoming tribune-eagle,,1755,2004,F,cheyenne,wy
the news-record,,1756,1994,G,gillette,wy
rawlins daily times,,1757,2005,H,rawlins,wy
riverton ranger,,1758,1998,G,riverton,wy
daily rocket-miner,,1759,1999,G,rock springs,wy
sheridan press,,1760,2002,G,sheridan,wy
northern wyoming daily news,,1761,2006,H,worland,wy
northern virginia daily,,1762,2004,F,strasburg,va
suffolk news-herald,,1763,2000,H,suffolk,va
pensacola news journal,,1769,1997,D,pensacola,fl
the morning call,,1771,1994,C,allentown,pa
the alexander city outlook,,1777,1998,G,alexander city,al
daily news-sun,,1778,2000,F,sun city,az
the enterprise,,1781,1994,F,simi valley,ca
marion daily republican,,1785,2012,H,marion,il
mattoon journal-gazette/charleston times-courier,,1786,1998,F,mattoon,il
the evening star,,1789,1995,G,auburn,in
colby free press,,1790,2000,H,colby,ks
picayune item,,1791,1998,G,picayune,ms
deming headlight,,1792,2002,H,deming,nm
beavercreek news-current,,1795,1998,H,beavercreek,oh
daily news,,1800,1999,H,kingsport,tn
the andalusia star-news,,1801,1998,H,andalusia,al
fort payne times-journal,,1802,1998,G,fort payne,al
the chandler arizonan-tribune,,1804,1994,G,mesa,az
benton county daily record,,1805,1998,F,bentonville,ar
auburn journal,,1806,1998,F,auburn,ca
the dispatch,,1808,1994,G,gilroy,ca
manteca bulletin,,1810,1998,G,manteca,ca
press journal,,1812,1998,E,vero beach,fl
times-georgian,,1813,1997,F,carrollton,ga
the rockdale citizen,,1814,1996,F,conyers,ga
the union-recorder,,1815,1994,G,milledgeville,ga
the maui news,,1816,1994,F,wailuku,hi
the daily southtown,,1819,1994,D,chicago,il
northwest herald,,1820,2008,E,crystal lake,il
the daily clay county advocate-press,,1821,1996,H,flora,il
abbeville meridional,,1822,1998,G,abbeville,la
carroll county times,,1824,1997,F,westminster,md
daily times leader,,1825,2006,H,west point,ms
the sampson independent,,1826,1998,G,clinton,nc
the daily news,,1827,1995,G,eden,nc
the daily courier,,1828,1995,F,forest city,nc
the mount airy news,,1829,1999,G,mount airy,nc
crescent-news,,1830,1999,F,defiance,oh
tahlequah daily press,,1832,1999,G,tahlequah,ok
delaware county daily times,,1833,2000,D,primos,pa
the herald,,1835,1994,E,rock hill,sc
the times,,1837,1994,H,angleton,tx
hereford brand,,1838,1998,H,hereford,tx
laredo morning news,,1839,2011,F,laredo,tx
herald-zeitung,,1840,1999,G,new braunfels,tx
the spectrum,,1842,1997,F,st. george,ut
journal newspapers,,1845,1999,C,alexandria,va
the seguin gazette-enterprise,,1849,1998,G,seguin,tx
moscow-pullman daily news,,1850,1997,G,moscow,id
the intelligencer and wheeling news-register,,1852,2006,E,wheeling,wv
the reporter,,1853,1994,F,fond du lac,wi
portage daily register,,1854,2014,H,portage,wi
peninsula clarion,,1855,1998,G,kenai,ak
the crowley post-signal,,1856,1998,G,crowley,la
inside tuscon business,,1861,2014,H,tucson,az
the west county times,,1862,1994,E,pinole,ca
the washington times,,1864,1997,C,washington,dc
usa today,,1865,2002,A,mclean,va
west hawaii today,,1866,2010,F,kailua kona,hi
the garden island,,1867,1995,G,lihue,hi
the examiner,,1870,1995,G,blue springs,mo
the daily news,,1874,1994,H,sunnyside,wa
the reporter,,2002,1994,F,vacaville,ca
taylor daily press,,2007,1998,H,taylor,tx
the valley daily news/horvitz newspapers,,2008,1996,E,kent,wa
leesville daily leader,,2009,2009,H,leesville,la
lahontan valley news and fallon eagle standard,,2010,2000,G,fallon,nv
woodward news,,2012,1998,G,woodward,ok
baxter bulletin,,2013,1998,F,mountain home,ar
the mcdowell news,,2015,1994,G,marion,nc
aspen daily news,,2016,2007,F,aspen,co
tracy press,,2017,1998,G,tracy,ca
citrus county chronicle,,2019,2000,F,crystal river,fl
southwest daily news,,2021,2005,H,sulphur,la
lake sun leader,,2022,1994,H,camdenton,mo
the citizen news-record,,2023,1995,H,aberdeen,nc
the daily journal,,2024,1995,H,lewisburg,pa
the island packet,,2025,1994,F,hilton head island,sc
the mountain press,,2026,1994,G,sevierville,tn
lake county record-bee,,2027,1999,G,lakeport,ca
alice echo-news,,2028,1998,H,alice,tx
charlotte sun,,2029,2012,E,charlotte harbor,fl
antelope valley press,,2030,1999,E,palmdale,ca
the signal,,2031,1995,F,santa clarita,ca
beauregard daily news,,2032,2004,G,deridder,la
daily sparks tribune,,2033,1998,G,sparks,nv
the wayne independent,,2034,2000,H,honesdale,pa
the daily news,,2037,1994,F,west bend,wi
observer,,2038,1998,H,new smyrna beach,fl
douglas county sentinel,,2039,2006,G,douglasville,ga
the gilbert tribune,,2040,1994,H,mesa,az
benicia herald,,2041,2008,H,benicia,ca
the californian,,2042,1994,F,temecula,ca
mohave valley daily news,,2043,2006,G,bullhead city,az
the aspen times,,2044,1998,F,aspen,co
summit daily news,,2045,1998,G,frisco,co
steamboat pilot & today,,2046,2009,G,steamboat,co
vail daily,,2047,1998,F,vail,co
cecil whig,,2048,2000,F,elkton,md
the telegraph,,2049,1994,H,sidney,ne
the conway daily sun,,2050,2000,F,north conway,nh
the daily editor,,2052,1995,H,cobleskill,ny
daily news & sun,,2054,2002,H,poteau,ok
the north hills news record & valley news dispatch,,2055,1995,D,warrendale,pa
branson tri-lakes new,,2056,2014,F,branson,mo
jacksonville patriot,,2057,1998,H,jacksonville,ar
the daily triplicate,,2058,2004,H,crescent city,ca
kane county chronicle,,2059,2012,F,st. charles,il
derby reporter,,2060,2008,H,derby,ks
today's news-herald,,2061,1997,F,lake havasu city,az
the daily whale,,2062,1995,H,lewes,de
the daily okeechobee news,,2063,1998,H,okeechobee,fl
arlington morning news,,2065,1999,F,arlington,tx
daily news group,,2066,2008,D,menlo park,ca
telluride daily planet,,2068,2000,H,telluride,co
the gwinnett daily post,,2069,1998,E,lawrenceville,ga
hernando today,,2070,1998,F,brooksville,fl
highlands today,,2071,1999,F,sebring,fl
estherville daily news,,2072,2000,H,estherville,ia
natchitoches times,,2074,1998,G,natchitoches,la
the humboldt sun,,2076,1998,H,winnemucca,nv
the berlin reporter,,2077,2002,H,berlin,nh
the laurinburg exchange,,2078,1998,G,laurinburg,nc
grove daily news,,2079,1999,H,grove,ok
pittsburgh tribune-review,,2080,1998,E,pittsburgh,pa
the times-herald,,2081,1998,G,newnan,ga
post falls press,,2082,1999,H,post falls,id
the villages daily sun,,2083,2014,E,the villages,fl
the cherokee tribune,,2085,1999,G,canton,ga
the clanton advertiser,,2086,2004,H,clanton,al
desoto times today,,2087,2001,G,hernando,ms
sidney sun-telegraph,,2089,2002,H,sidney,ne
newport plain talk,,2090,2001,G,newport,tn
the grove sun daily,,2091,2008,G,grove,ok
the daily journal/daily messenger,,2092,2001,H,seneca,sc
the naperville sun,,2093,2011,F,aurora,il
herald-republican,,2095,2006,H,angola,in
livingston county daily press & argus,,2096,2006,F,howell,mi
daily news tribune,,2098,2011,G,needham,ma
daily news transcript,,2099,2008,H,norwood,ma
noblesville daily times,,2100,2005,G,noblesville,in
the daily journal,,2101,2009,F,san mateo,ca
colorado daily,,2104,2013,F,boulder,co
el nuevo herald,,2106,2006,D,miami,fl
the newton citizen,,2107,2006,G,covington,ga
the houston home journal,,2108,2009,F,perry,ga
grand junction free press,,2110,2006,F,grand junction,co
the santa monica daily press,,2111,2009,F,santa monica,ca
the berlin daily sun,,2112,2009,G,berlin,nh
the laconia daily sun,,2113,2009,F,laconia,nh
the dallas morning news/ al dŒÍa,,2114,2013,E,dallas,tx
diario la estrella,,2116,2006,E,fort worth,tx
hoy,,2117,2011,D,chicago,il
redeye,,2120,2006,D,chicago,il
bluffton today,,2121,2008,F,bluffton,sc
amnewyork,,2123,2008,B,new york,ny
standard journal,,2124,2009,H,rexburg,id
the bossier press-tribune,,2125,2012,H,bossier city,la
voice of san diego,,2133,2010,O,san diego,ca
st. louis beacon,,2135,2010,O,st. louis,mo
wisconsin center for investigative journalism,,2138,2010,O,madison,wi
investigatewest,,2139,2011,O,seattle,wa
minnpost.com,,2142,2011,O,minneapolis,mn
center for investigative reporting/california watc,,2145,2010,O,berkeley,ca
the root,,2146,2010,O,washington,dc
the texas tribune,,2147,2010,O,austin,tx
crosscut public media,,2154,2010,O,seattle,wa
maine center for public interest reporting,,2155,2010,O,hallowell,me
the new haven independent,,2156,2010,O,new haven,ct
sf public press,,2159,2011,O,san francisco,ca
texas watchdog,,2161,2010,O,houston,tx
the center for public integrity,,2166,2010,O,washington,dc
the b-town blog,,2168,2011,O,burien,wa
the fayetteville flyer,,2169,2011,O,fayetteville,ar
gotham gazette,,2170,2010,O,new york city,ny
mission local,,2171,2010,O,san francisco,ca
alaska dispatch,,2172,2011,O,anchorage,ak
new west,,2179,2010,O,missoula,mt
the sacramento press,,2180,2010,O,sacramento,ca
wyofile,,2182,2011,O,lander,wy
gableshomepage,,2187,2010,O,coral gables,fl
globalpost,,2190,2010,O,boston,ma
nj spotlight,,2195,2010,O,montclair,nj
factcheck.org/annenberg public policy center,,2197,2010,O,washington,dc
the bay citizen,,2198,2010,O,san francisco,ca
propublica,,2199,2010,O,new york,ny
the news mexico independent,,2202,2010,O,albuquerque,nm
the colorado independent,,2203,2011,O,washington,dc
the washington independent,,2207,2010,O,,wa
the florida independent,,2208,2011,O,washington,dc
patch.com,,2209,2011,O,new york city,ny
oregonlive.com,,2227,2011,O,portland,or
dundalk eagle,,2234,2014,F,dundalk,md
capital gazette communications,,2239,2014,E,annapolis,md
visalia times-delta,,2243,2014,F,visalia,ca
suburban journals of madison county,,2253,2014,F,collinsville,il
100reporters,,2254,2016,O,washington,dc
alaska dispatch news,,2255,2015,E,anchorage,ak
arizona center for investigative reporting,,2256,2016,O,phoenix,az
austin-american statesman,,2257,2012,D,austin,tx
baltimore fishbowl,,2258,2016,O,,
baraboo news republic,,2259,2016,H,baraboo,wi
bay area news group,,2260,2014,Groups,group1,
"bay area news group (san jose mercury news, oakland tribune, and contra costa times)",,2261,2015,GROUPS,san jose,ca
benitolink.com,,2262,2016,O,hollister,ca
berkeleyside,,2263,2016,O,,
billy penn,,2264,2016,O,philadelphia,pa
blufftonicon,,2265,2016,O,,
brentwood home page,,2266,2016,O,brentwood,tn
calcoastnews.com,,2267,2016,O,atascadero,ca
california mcclatchy multiplatform desk,,2268,2015,Hubs,sacramento,ca
cambridge day,,2270,2016,O,,
carlsbad current argus,,2271,2015,G,carlsbad,nm
carson now,,2272,2016,O,,
catalyst chicago,,2273,2016,O,,
center for investigative reporting/california watch,,2274,2016,O,berkeley,ca
center for public integrity,,2275,2016,O,washington,dc
charlottesville tomorrow,,2276,2016,O,,
cherokee chronicle times,,2277,2015,H,cherokee,ia
city limits,,2278,2016,O,new york,ny
coachella valley independent,,2279,2016,O,,
columbus underground,,2280,2016,O,columbus,oh
common language project,,2281,2016,O,seattle,wa
corner news media,,2282,2016,O,brooklyn,ny
cox consolidated copy desk & page design hubs - dayton,,2283,2014,Hubs,hub14,
cox consolidated copy desk & page design hubs - dayton,,2284,2015,Hubs,dayton,oh
cox consolidated copy desk & page design hubs - palm beach,,2285,2014,Hubs,hub15,
cox consolidated wire editing desk - atlanta,,2286,2014,Hubs,hub13,
decaturish,,2287,2016,O,decatur,ga
denison bulletin & review,,2288,2016,H,denison,ia
detailed block,,2289,2016,O,,
dfm - norcal design center,,2290,2015,Hubs,chico,ca
dowagiac daily news,,2292,2016,H,niles,mi
edhat,,2293,2016,O,,
evansville+courier & press,,2294,2013,D2,evansville,in
factcheck.org/annenberg public policy center,,2295,2016,O,philadelphia,pa
gannett design studio - asbury park,,2296,2015,Hubs,asbury park,nj
gannett design studio - des moines,,2297,2015,Hubs,des moines,ia
gannett design studio - des moines,,2298,2014,Hubs,hub8,
gannett design studio - louisville,,2299,2014,Hubs,hub2,
gannett design studio - nashville,,2300,2014,Hubs,hub7,
gannett design studio - phoenix,,2301,2014,Hubs,hub16,
gatehouse media - center for news and design,,2302,2015,Hubs,austin,tx
geneva shore report,,2303,2016,O,lake geneva,wi
greensboro news-record,,2304,2015,D,greensboro,nc
high country press,,2305,2016,F,boone,nc
honolulu civil beat,,2306,2016,O,honolulu,hi
http://www.gloucestercitynews.net,,2307,2016,O,,nj
imediaethics.org,,2308,2016,O,new york,ny
iowawatch.org,,2309,2016,O,iowa city,ia
jersey bites,,2310,2016,O,,
journal gazette,,2311,2015,D2,fort wayne,in
kyforward.com,,2312,2016,O,edgewood,ky
la news group hub,,2313,2014,Hubs,hub4,
lafayette journal & courier,,2314,2013,E,lafayette,in
las cruces sun-news,,2315,2015,E,las cruces sun-news,nm
ledger enquirer,,2316,2015,E,columbus,ga
lee enterprises - lincoln hub,,2317,2015,Hubs,lincoln,ne
lee enterprises - madison hub,,2319,2015,Hubs,madison,wi
lee enterprises - munster hub,,2321,2015,Hubs,munster,in
lexington minuteman,,2323,2015,H,lexington,ma
lkldnow,,2324,2016,O,lakeland,fl
magnoliareporter.com,,2325,2016,O,magnolia,az
manchesterinklink.com,,2326,2016,O,,
mcclatchy newspapers - east hub,,2327,2015,Hubs,charlotte,sc
medford daily mercury/malden evening news,,2329,2016,F,malden,ma
mic network inc.,,2330,2016,O,new york,new york
milford live,,2331,2016,O,,
milwaukee nighborhood news service,,2332,2016,O,,
minnpost,,2333,2016,O,minneapolis,mn
monroe local news,,2334,2016,O,monroe,ga
my edmonds news,,2335,2016,O,,
my everett news,,2336,2016,O,,
myburbank,,2337,2016,O,,
naija standard newspaper,,2338,2016,O,arlington,tx
new haven register/torrington register citizen/middletown press,,2339,2015,D2,new haven,ct
new jersey arts news - www.njartsnews.org,,2340,2016,O,,
north carolina health news,,2341,2016,O,,
ogdensburg journal/advance news,,2342,2015,G,ogdenburg,ny
orleans hub,,2343,2016,O,,
philadelphia public school notebook,,2344,2016,O,philadelphia,pa
progress illinois,,2345,2016,O,,
quorom report,,2346,2016,O,austin,tx
racine county eye,,2347,2016,O,,
register-guard,,2348,2015,D,eugene,or
richland source,,2349,2016,O,mansfield,oh
san angelo live,,2350,2016,O,,
san angelo standard times,,2351,2015,F,san angelo,tx
san antonio express news,,2352,2012,C,houston,tx
sangre de cristo chronicle,,2353,2016,O,red river,nm
scripps - fl and sc,,2354,2014,Hubs,hub20,
scripps consolidated desk - corpus christi,,2355,2014,Hubs,hub19,
slate magazine,,2356,2016,O,brooklyn,ny
st. cloud times/times media,,2357,2016,E,st. cloud,mn
star tribune media company,,2358,2015,A,minneapolis,mn
"star tribune, minneapolis",,2359,2016,A,minneapolis,mn
statecollege.com,,2360,2016,O,state college,pa
stillwater current,,2361,2016,O,,
street sense,,2362,2016,O,washington,dc
technically philly,,2363,2016,O,,
the arizona republic/azcentral.com,,2364,2016,A,phoenix,az
the baltimore sun,,2365,2016,B,baltimore,md
the batavian,,2366,2016,O,,
the bemidji pioneer,,2367,2015,G,bemidji,mn
the berkshire edge,,2368,2016,O,great barrington,ma
"the blade of toledo, ohio",,2369,2015,C,toledo,oh
the columbia heart beat,,2370,2016,O,,
the dallas morning news,,2371,2016,E,dallas,tx
the franklin reporter & advocate,,2373,2016,O,somerset,nj
the groton line,,2374,2016,O,,
the herald news,,2375,2016,E,west paterson,nj
the leader & times,,2376,2016,H,liberal,ks
the lens,,2377,2016,O,new orleans,la
the locust fork news journal,,2378,2016,O,,
the mcdonough county voice,,2379,2016,G,macomb,il
the news dispatch,,2380,2012,G,michigan city,in
the notebook,,2381,2016,O,,
the oregonian/oregonlive,,2382,2016,C,portland,oregon
the record/herald news,,2383,2015,C,woodland park,nj
the san diego union tribune,,2384,2016,C,san diego,ca
the sanatoga post,,2385,2016,O,sanatoga,pa
the st. augustine record,,2386,2016,F,saint augustine,fl
the times,,2387,2015,G,noblesville,in
the tri-city herald,,2388,2013,E,kennewick,wa
the westerly sun,,2389,2016,G,pawcatuck,ct
the whittier daily news,,2390,2016,F,whittier,ca
thunderdome - digital first media,,2391,2014,Hubs,hub5,
times daily,,2392,2013,E,florence,al
times herald record,,2393,2015,D,middletown,ny
tucsonsentinel.com,,2394,2016,O,tucson,az
twin cities daily planet,,2395,2016,O,minneapolis,mn
txk today,,2396,2016,O,texarkana,tx
uptown messenger,,2397,2016,O,,
vox.com,,2398,2016,O,washington,dc
watershed post,,2399,2016,O,delhi,ny
we-ha.com,,2400,2016,O,west hartford,ct
west of the i,,2401,2016,O,,
west philly local,,2402,2016,O,,
westford template,,2403,2016,O,westford,ma
wisconsin rapids daily tribune,,2404,2016,G,wisconsin rapids,wi
www.delawarecurrents.org,,2405,2016,O,port jervis,ny
www.westchesterhispano.net,,2406,2016,O,westchester county,ny
yubanet,,2407,2016,O,,
Arkansas Democrat-Gazette,,2408,n/a,n/a,little rock,ak
